Date,Open,High,Low,Close,Volume,Tomorrow,Target
1980-12-12 00:00:00-05:00,0.09872590750455856,0.09915512675954263,0.09872590750455856,0.09872590750455856,469033600,0.09357531368732452,0
1980-12-15 00:00:00-05:00,0.0940045329291232,0.0940045329291232,0.09357531368732452,0.09357531368732452,175884800,0.08670708537101746,0
1980-12-16 00:00:00-05:00,0.08713629889001713,0.08713629889001713,0.08670708537101746,0.08670708537101746,105728000,0.08885318040847778,1
1980-12-17 00:00:00-05:00,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08885318040847778,86441600,0.09142924845218658,1
1980-12-18 00:00:00-05:00,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09142924845218658,73449600,0.0970090702176094,1
1980-12-19 00:00:00-05:00,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.0970090702176094,48630400,0.10173047333955765,1
1980-12-22 00:00:00-05:00,0.10173047333955765,0.10216046073134415,0.10173047333955765,0.10173047333955765,37363200,0.10602334141731262,1
1980-12-23 00:00:00-05:00,0.10602334141731262,0.10645256060942221,0.10602334141731262,0.10602334141731262,46950400,0.11160317808389664,1
1980-12-24 00:00:00-05:00,0.11160317808389664,0.11203239735890662,0.11160317808389664,0.11160317808389664,48003200,0.12190517038106918,1
1980-12-26 00:00:00-05:00,0.12190517038106918,0.12233438976350997,0.12190517038106918,0.12190517038106918,55574400,0.12362200021743774,1
1980-12-29 00:00:00-05:00,0.12362200021743774,0.12405121947408222,0.12362200021743774,0.12362200021743774,93161600,0.12061749398708344,0
1980-12-30 00:00:00-05:00,0.12104670180175822,0.12104670180175822,0.12061749398708344,0.12061749398708344,68880000,0.11718376725912094,0
1980-12-31 00:00:00-05:00,0.1176129865525514,0.1176129865525514,0.11718376725912094,0.11718376725912094,35750400,0.11847132444381714,1
1981-01-02 00:00:00-05:00,0.11847132444381714,0.11932976238409573,0.11847132444381714,0.11847132444381714,21660800,0.11589617282152176,0
1981-01-05 00:00:00-05:00,0.11632538084540898,0.11632538084540898,0.11589617282152176,0.11589617282152176,35728000,0.11074477434158325,0
1981-01-06 00:00:00-05:00,0.11117399375149932,0.11117399375149932,0.11074477434158325,0.11074477434158325,45158400,0.10602334141731262,0
1981-01-07 00:00:00-05:00,0.10645256060942221,0.10645256060942221,0.10602334141731262,0.10602334141731262,55686400,0.10387727618217468,0
1981-01-08 00:00:00-05:00,0.10430648394447353,0.10430648394447353,0.10387727618217468,0.10387727618217468,39827200,0.10945707559585571,1
1981-01-09 00:00:00-05:00,0.10945707559585571,0.10988629480194786,0.10945707559585571,0.10945707559585571,21504000,0.10859871655702591,0
1981-01-12 00:00:00-05:00,0.10945714404397557,0.10945714404397557,0.10859871655702591,0.10859871655702591,23699200,0.10473571717739105,0
1981-01-13 00:00:00-05:00,0.10516493645914435,0.10516493645914435,0.10473571717739105,0.10473571717739105,23049600,0.10516496747732162,1
1981-01-14 00:00:00-05:00,0.10516496747732162,0.10559418688567225,0.10516496747732162,0.10516496747732162,14291200,0.10731101781129837,1
1981-01-15 00:00:00-05:00,0.10731101781129837,0.10816944488400329,0.10731101781129837,0.10731101781129837,14067200,0.1064525842666626,0
1981-01-16 00:00:00-05:00,0.10688180355415873,0.10688180355415873,0.1064525842666626,0.1064525842666626,13395200,0.11289082467556,1
1981-01-19 00:00:00-05:00,0.11289082467556,0.11332004395143945,0.11289082467556,0.11289082467556,41574400,0.10945707559585571,0
1981-01-20 00:00:00-05:00,0.10988629480194786,0.10988629480194786,0.10945707559585571,0.10945707559585571,30083200,0.11160317808389664,1
1981-01-21 00:00:00-05:00,0.11160317808389664,0.11246160517186958,0.11160317808389664,0.11160317808389664,15904000,0.11289082467556,1
1981-01-22 00:00:00-05:00,0.11289082467556,0.11374926322731889,0.11289082467556,0.11289082467556,35548800,0.1124616265296936,0
1981-01-23 00:00:00-05:00,0.11289084588621755,0.11332006524274148,0.1124616265296936,0.1124616265296936,11222400,0.11074477434158325,0
1981-01-26 00:00:00-05:00,0.11117399375149932,0.11117399375149932,0.11074477434158325,0.11074477434158325,24640000,0.10988632589578629,0
1981-01-27 00:00:00-05:00,0.11074475308882913,0.11074475308882913,0.10988632589578629,0.10988632589578629,23699200,0.1064525842666626,0
1981-01-28 00:00:00-05:00,0.10688180355415873,0.10688180355415873,0.1064525842666626,0.1064525842666626,28156800,0.10258962959051132,0
1981-01-29 00:00:00-05:00,0.10301884886121859,0.10301884886121859,0.10258962959051132,0.10258962959051132,43904000,0.0970090702176094,0
1981-01-30 00:00:00-05:00,0.09786750897774871,0.09786750897774871,0.0970090702176094,0.0970090702176094,46188800,0.09142924845218658,0
1981-02-02 00:00:00-05:00,0.09185846202765592,0.09185846202765592,0.09142924845218658,0.09142924845218658,23766400,0.09486299753189087,1
1981-02-03 00:00:00-05:00,0.09486299753189087,0.09529221118677468,0.09486299753189087,0.09486299753189087,19152000,0.09829671680927277,1
1981-02-04 00:00:00-05:00,0.09829671680927277,0.0987259246768664,0.09829671680927277,0.09829671680927277,27865600,0.09829671680927277,0
1981-02-05 00:00:00-05:00,0.09829671680927277,0.09915514400650854,0.09829671680927277,0.09829671680927277,7929600,0.09872590750455856,1
1981-02-06 00:00:00-05:00,0.09872590750455856,0.09915512675954263,0.09872590750455856,0.09872590750455856,13865600,0.09357531368732452,0
1981-02-09 00:00:00-05:00,0.09443374643989878,0.09443374643989878,0.09357531368732452,0.09357531368732452,16755200,0.09357531368732452,0
1981-02-10 00:00:00-05:00,0.09357531368732452,0.0940045329291232,0.09357531368732452,0.09357531368732452,18345600,0.090570829808712,0
1981-02-11 00:00:00-05:00,0.0910000434516573,0.0910000434516573,0.090570829808712,0.090570829808712,13843200,0.08971163630485535,0
1981-02-12 00:00:00-05:00,0.09014162369942762,0.09014162369942762,0.08971163630485535,0.08971163630485535,14560000,0.08756554126739502,0
1981-02-13 00:00:00-05:00,0.0884239742631424,0.0884239742631424,0.08756554126739502,0.08756554126739502,11155200,0.08971163630485535,1
1981-02-17 00:00:00-05:00,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.08971163630485535,12275200,0.09357531368732452,1
1981-02-18 00:00:00-05:00,0.09357531368732452,0.09443374643989878,0.09357531368732452,0.09357531368732452,19241600,0.0879947766661644,0
1981-02-19 00:00:00-05:00,0.08842399613572227,0.08842399613572227,0.0879947766661644,0.0879947766661644,22310400,0.08327336609363556,0
1981-02-20 00:00:00-05:00,0.08370258540447298,0.08370258540447298,0.08327336609363556,0.08327336609363556,24371200,0.0845610499382019,1
